repo_url,description,readme
https://github.com/selvakumar-sss/FirstGitProject,Loading working jupyter notebooks,
https://github.com/miguel-faria/robot-serving,Master Thesis on Human-Robot Collaboration,
https://github.com/RaoOfPhysics/phd-notebooks,R Notebooks for my PhD research,"https://github.com/RaoOfPhysics/phdhttps://img.shields.io/badge/language-R-blue.svghttps://img.shields.io/badge/status-WIP-red.svghttps://www.r-project.org/.ipynbdatfinal_dataset.csv{r}\ndat <- read.csv(file = ""../quant_analysis/final_dataset.csv"", header = TRUE)\nhttp://jupyter.readthedocs.io/en/latest/install.htmlhttps://irkernel.github.io/installation/"
https://github.com/chrisjsewell/pandas3js,a pandas dataframe interface for traitlets and pythreejs,https://travis-ci.org/chrisjsewell/pandas3jshttps://coveralls.io/github/chrisjsewell/pandas3js?branch=masterhttps://pypi.python.org/pypi/pandas3js/https://traitlets.readthedocs.io/en/stable/index.htmlhttps://github.com/jovyan/pythreejshttp://pandas.pydata.org//pandas3js_example.ipynb/pandas3js_example.gifpandas3jsGeometryCollectionpandas.DataFrameGeometryCollectionpythreejs.Scenepythreejs.3DObject
https://github.com/pprzetacznik/IElixir,Jupyter's kernel for Elixir programming language,"https://travis-ci.org/pprzetacznik/IElixirhttps://github.com/pprzetacznik/IElixir/actions?query=workflow%3A""IElixir+CI""https://github.com/pprzetacznik/IElixir/actions?query=workflow%3A""IElixir+Docker""http://inch-ci.org/github/pprzetacznik/IElixirhttps://coveralls.io/github/pprzetacznik/IElixir?branch=masterhttps://gitter.im/pprzetacznik/IElixir?utm_source=badge&utm_medium=badge&utm_campaign=pr-badge&utm_content=badge#configure-jupyter#configure-ielixir#install-kernel#use-ielixir#package-management-with-boyle#developement-mode#generate-documentation#docker#some-issues#contribution#references#licensevirtualenvvirtualenvwrapperBash\n$ pip install virtualenv virtualenvwrapper\nvirtualenvwrapper.sh~/.bash_profile.shBash\n$ source /usr/local/bin/virtualenvwrapper.sh\nBash\n$ mkvirtualenv jupyter-env\n$ workon jupyter-env\n(jupyter-env) $ pip install jupyter\nBash\n$ git clone https://github.com/pprzetacznik/IElixir.git\n$ cd IElixir\n$ mix deps.get\n$ mix test\n$ MIX_ENV=prod mix compile\n#zeromq-header-files-missingBash\n$ mix test --include skip\nBash\nmix local.rebar --force\n~/.mix/$PATHrebar~/.mix/kernel.json./resoucesBash\n$ ./install_script.sh\nBash\n(jupyter-env) $ jupyter console --kernel ielixir\nCtrl-DBash\n(jupyter-env) $ jupyter notebook resources/example.ipynb\nhttp://localhost:8888//resources/jupyter_pick_kernel.png?raw=true/resources/jupyter_ielixir_matrex_demo.png?raw=trueansoutout[1]./envs/you_new_environmentiex -S mixElixir\niex> Boyle.mk(""my_new_environment"")\n{:ok, [""my_new_environment""]}\nElixir\niex> Boyle.list()\n{:ok, [""my_new_environment""]}\nElixir\niex> Boyle.activate(""my_new_environment"")\n:ok\nElixir\niex> Boyle.install({:number, ""~> 0.5.7""})\n:ok\niex> Number.Currency.number_to_currency(2034.46)\n""$2,034.46""\nElixir\niex> Boyle.deactivate()\n:ok\niex> Number.Currency.number_to_currency(2034.46)\n** %UndefinedFunctionError{arity: 1, exports: nil, function: :number_to_currency, module: Number.Currency, reason: nil}\nhttps://github.com/pprzetacznik/IElixir/blob/master/resources/boyle%20example.ipynbhttps://github.com/pprzetacznik/IElixir/blob/master/resources/boyle%20example%20-%20matrex%20installation%20and%20usage.ipynbhttps://github.com/pprzetacznik/IElixir/blob/master/resources/inlineplot%20example%20-%20gnuplot.ipynbdevBash\n(jupyter-env) $ MIX_ENV=dev jupyter console --kernel ielixir\ndocBash\n$ MIX_ENV=docs mix docs\nhttps://hub.docker.com/r/pprzetacznik/ielixir\n$ docker run -p 8888:8888 --hostname localhost -v /my/workspace:/home/jovyan/work pprzetacznik/ielixir\nhttps://hub.docker.com/r/jupyter/base-notebook/https://hub.docker.com/_/elixir/https://hub.docker.com/r/pprzetacznik/ielixir-requirements/https://github.com/cprieto/docker-jupyter/blob/master/elixir/Dockerfile\n===> /home/travis/build/bryanhuntesl/IElixir/deps/erlzmq/c_src/erlzmq_nif.c:24:17: fatal error: zmq.h: No such file or directory\n #include ""zmq.h""\n                 ^\ncompilation terminated.\ndnf install zeromq-develbrew install zmqapt-get install libzmq3-devapk add zeromq-devBash\nELIXIR_ERL_OPTIONS=""-smp enable""\ninstall_script.shstart_script.shhttps://mattvonrocketstein.github.io/heredoc/ielixir-notebook-in-docker.htmlhttps://atom.io/packages/hydrogenhttp://blog.jonharrington.org/elixir-and-jupyter/https://medium.com/@tonyhammond/jupyter-notebooks-with-elixir-and-rdf-598689c2dad3https://web.archive.org/web/20191228085409/http://aipotato.com/2019/04/making-graphs-using-elixir-inside-jupyter-notebook/https://github.com/pminten/ielixirhttps://github.com/robbielynch/ierlanghttps://github.com/dsblank/simple_kernelhttp://andrew.gibiansky.com/blog/ipython/ipython-kernels/https://ipython.org/ipython-doc/dev/development/messaging.htmlNOTICELICENSE"
https://github.com/Pavle992/Cash-me-outside,How about that!?,
https://github.com/mahkuss/inflammation,inflammation project,
https://github.com/ilevcovitz/econ_tutoring_sign_in,Sign In for the Econ Tutoring Center,
https://github.com/brent-lemieux/p2-baseball,An investigation into whether or not the same factors that are correlated with scoring runs are also correlated with player salaries,/images/winshisto.png/images/winshisto2.png/images/coefficients.png/images/feature_importances.png
https://github.com/grigi/pyza14-docs,PyConZA 2014 Documentation presentation.,http://rawgit.com/grigi/pyza14-docs/master/Documentation.slides.html
https://github.com/kamidox/pandas_tutor,Tutorial for Pandas,
https://github.com/youralien/sign_follower,base repo for scaffolded computer vision project for comprobo17,"https://youtu.be/poReVhj1lSAneato_2dnavhttp://wiki.ros.org/gmappinghttp://wiki.ros.org/move_base/move_base_simple/goal/predicted_signhttps://drive.google.com/open?id=0B85lERk460TUYjFGLVg1RXRWamshttps://drive.google.com/open?id=0B85lERk460TUN3ZmUk15dmtPTFkhttps://drive.google.com/open?id=0B85lERk460TUTkdTQW5yQ0FwSEE\nrosbag play uturn.bag -l\n/camera/image_raw/compressed\nrosrun image_transport republish compressed in:=/camera/image_raw _image_transport:=compressed raw out:=/camera/image_raw\n\nrosrun sign_follower street_sign_recognizer.py\nhsv_imagebinarized_imageprocess_imagepython\n    def process_image(self, msg):\n        """""" Process image messages from ROS and stash them in an attribute\n            called cv_image for subsequent processing """"""\n        self.cv_image = self.bridge.imgmsg_to_cv2(msg, desired_encoding=""bgr8"")\n\n        left_top, right_bottom = self.sign_bounding_box()\n        left, top = left_top\n        right, bottom = right_bottom\n\n        # crop bounding box region of interest\n        cropped_sign = self.cv_image[top:bottom, left:right]\n\n        # draw bounding box rectangle\n        cv2.rectangle(self.cv_image, left_top, right_bottom, color=(0, 0, 255), thickness=5)\nleft_top = (x1,y1)right_bottom = (x2,y2)sign_bounding_boxpython\n    def sign_bounding_box(self):\n        """"""\n        Returns\n        -------\n        (left_top, right_bottom) where left_top and right_bottom are tuples of (x_pixel, y_pixel)\n            defining topleft and bottomright corners of the bounding box\n        """"""\n        # TODO: YOUR SOLUTION HERE\n        left_top = (200, 200)\n        right_bottom = (400, 400)\n        return left_top, right_bottom""\nStreetSignRecognizerimages/http://docs.opencv.org/2.4/modules/highgui/doc/reading_and_writing_images_and_video.html?highlight=imwrite#imwrite(n_rows, n_cols)(n_rows, n_cols, 3)https://en.wikipedia.org/wiki/HSL_and_HSV(n_rows, n_cols, 3)http://docs.opencv.org/2.4/modules/imgproc/doc/miscellaneous_transformations.html#cvtcolorself.cv_imagepython\n    def process_mouse_event(self, event, x,y,flags,param):\n        """""" Process mouse events so that you can see the color values associated\n            with a particular pixel in the camera images """"""\n        self.image_info_window = 255*np.ones((500,500,3))\n\n        # show hsv values\n        cv2.putText(self.image_info_window,\n                    \'Color (h=%d,s=%d,v=%d)\' % (self.hsv_image[y,x,0], self.hsv_image[y,x,1], self.hsv_image[y,x,2]),\n                    (5,50), # 5 = x, 50 = y\n                    cv2.FONT_HERSHEY_SIMPLEX,\n                    1,\n                    (0,0,0))\n\n        # show bgr values\n        cv2.putText(self.image_info_window,\n                    \'Color (b=%d,g=%d,r=%d)\' % (self.cv_image[y,x,0], self.cv_image[y,x,1], self.cv_image[y,x,2]),\n                    (5,100),\n                    cv2.FONT_HERSHEY_SIMPLEX,\n                    1,\n                    (0,0,0))\n__init__python\nself.image_info_window = None\ncv2.setMouseCallback(\'video_window\', self.process_mouse_event)\npython\n            if not self.image_info_window is None:\n                cv2.imshow(\'image_info\', self.image_info_window)\n                cv2.waitKey(5)\n__init__python\n            cv2.namedWindow(\'threshold_image\')\n            self.hsv_lb = np.array([0, 0, 0]) # hsv lower bound\n            cv2.createTrackbar(\'H lb\', \'threshold_image\', 0, 255, self.set_h_lb)\n            cv2.createTrackbar(\'S lb\', \'threshold_image\', 0, 255, self.set_s_lb)\n            cv2.createTrackbar(\'V lb\', \'threshold_image\', 0, 255, self.set_v_lb)\n            self.hsv_ub = np.array([255, 255, 255]) # hsv upper bound\n            cv2.createTrackbar(\'H ub\', \'threshold_image\', 0, 255, self.set_h_ub)\n            cv2.createTrackbar(\'S ub\', \'threshold_image\', 0, 255, self.set_s_ub)\n            cv2.createTrackbar(\'V ub\', \'threshold_image\', 0, 255, self.set_v_ub)\npython\n    def set_h_lb(self, val):\n        """""" set hue lower bound """"""\n        self.hsv_lb[0] = val\n\n    def set_s_lb(self, val):\n        """""" set saturation lower bound """"""\n        self.hsv_lb[1] = val\n\n    def set_v_lb(self, val):\n        """""" set value lower bound """"""\n        self.hsv_lb[2] = val\n\n    def set_h_ub(self, val):\n        """""" set hue upper bound """"""\n        self.hsv_ub[0] = val\n\n    def set_s_ub(self, val):\n        """""" set saturation upper bound """"""\n        self.hsv_ub[1] = val\n\n    def set_v_ub(self, val):\n        """""" set value upper bound """"""\n        self.hsv_ub[2] = val\nself.hsv_lbself.hsv_ubhttp://opencv-python-tutroals.readthedocs.io/en/latest/py_tutorials/py_imgproc/py_colorspaces/py_colorspaces.htmlgrid_size=(M,N)grid_image.pypython\nimport cv2\nimport os\n\nimgpath = os.path.join(os.path.dirname(os.path.realpath(__file__)),\n                       ""../images/leftturn_scene.jpg"")\nimg = cv2.imread(imgpath)\n\ngrid_cell_w = 64*3\ngrid_cell_h = 48*3\n\ncv2.namedWindow(""my_window"")\n\n# NumPy array slicing!!\ngrid_cell = img[grid_cell_h:2*grid_cell_h,\n                grid_cell_w:2*grid_cell_w] \n\ncv2.imshow(""my_window"", grid_cell)\ncv2.waitKey(0);\nboundingRecthttp://answers.opencv.org/question/4183/what-is-the-best-way-to-find-bounding-box-for-binary-mask/left_top = (x1, y1)right_bottom = (x2, y2) python\nif __name__ == \'__main__\':\n    images = {\n        ""left"": \'../images/leftturn_box_small.png\',\n        ""right"": \'../images/rightturn_box_small.png\',\n        ""uturn"": \'../images/uturn_box_small.png\'\n        }\n        \n    tm = TemplateMatcher(images)\ntm.predict python\nscenes = [\n    ""../images/uturn_scene.jpg"",\n    ""../images/leftturn_scene.jpg"",\n    ""../images/rightturn_scene.jpg""\n]\n\nfor filename in scenes:\n    scene_img = cv2.imread(filename, 0)\n    pred = tm.predict(scene_img)\n    print filename.split(\'/\')[-1]\n    print pred\ntm.predict bash\nuturn_scene.jpg\n{}\nleftturn_scene.jpg\n{}\nrightturn_scene.jpg\n{}\nhttp://docs.opencv.org/3.1.0/da/df5/tutorial_py_sift_intro.html python\nfor k, filename in images.iteritems():\n    # load template sign images as grayscale\n    self.signs[k] = cv2.imread(filename,0)\n\n    # precompute keypoints and descriptors for the template sign \n    self.kps[k], self.descs[k] = self.sift.detectAndCompute(self.signs[k],None)\npredictpredict_compute_prediction_compute_prediction python\n# Transform input image so that it matches the template image as well as possible\nM, mask = cv2.findHomography(img_pts, template_pts, cv2.RANSAC, self.ransac_thresh)\nimg_T = cv2.warpPerspective(img, M, self.signs[k].shape[::-1])\nimgvisual_diff = compare_images(img, self.signs[k])img_Tcompare_images(each_element - mean)/standard_devpredictcompare_images_compute_predictionvisual_diffTemplateMatcher"
https://github.com/ihmeuw/fungi,"Command-line interface to search provenance data generated by Provda, stored in ElasticSearch",provda package for provenance management\n<https://stash.ihme.washington.edu/users/adolgert/repos/provda/browse>
https://github.com/maxalbert/auto-exec-notebook,Illustrates how to programmatically generate and execute an IPython notebook,http://stackoverflow.com/questions/22328052/ipython-notebook-programatically-read-and-execute-cellshttp://nbviewer.ipython.org/github/maxalbert/auto-exec-notebook/blob/master/how-to-programmatically-generate-and-execute-an-ipython-notebook.ipynbnbviewerhttp://nbviewer.ipython.org/github/maxalbert/auto-exec-notebook/blob/master/executed_notebook_with_freq_5.0.ipynb
https://github.com/ziyanfeng/udacity-deep-learning,Assignments for Udacity's Deep Learning with TensorFlow course,"--rm--rmsh\n# you only need to ""run"" the container the first time:\ndocker run -p 8888:8888 -it --name tensorflow-udacity b.gcr.io/tensorflow-udacity/assignments:0.5.0\n# \xe2\x80\xa6do various things\xe2\x80\xa6\n# when you\'re done, control-C to kill jupyter and stop the container\n# when you\'re ready to do more things, you can now just ""start"" the container:\ndocker start -ai tensorflow-udacity\n# \xe2\x80\xa6do more things\xe2\x80\xa6\n# \xe2\x80\xa6repeat\xe2\x80\xa6\ndocker-machinehttp://stackoverflow.com/questions/32834082/how-to-increase-docker-machine-memory-mac--memory=8gdocker rundocker-machine-dhttps://docs.docker.com/machine/drivers/tensorflowdocker-machine env tensorflowDOCKER_HOSTtensorflowtensorflow/examples/udacity"
https://github.com/hplgit/bumpy,Quick tutorial of scientific computing with Python using a real physics application.,http://hplgit.github.io/bumpy/doc/pub/._bumpy010.html#app:resources
https://github.com/tarlen5/cbb_analytics,College Basketball analytics software for analyzing trends in 5 man units and rosters,LoadAllGames.pynotebooks/Explore_Play_By_Play_DB.ipynbplay_by_playgame_tablehttp://www.crummy.com/software/BeautifulSoup/https://pypi.python.org/pypi/tabulatehttp://pandas.pydata.org
https://github.com/anoblega/Spectral-Clustering-,Trabajo de Spectral Clustering para la matéria de Machine Learning,
https://github.com/shounakG/2012-US-presidential-Elections-Lobbying-Analysis,Presidential Elections 2012,
https://github.com/jklymak/PelicanSite,My Peilican Website,themes/pelican-bootstrapJMK/templates/publications.htmlbash\nsource activate pelican\ncd ~/Dropbox/PelicanSite/\nmake bib # to make the bibliography\nmake cp_upload # to install on site\nbash\nconda env create -f pelican.env\nliquid_tags.img
https://github.com/lapis-zero09/deep_learning_book,Deep Learning Book勉強会の資料,https://www.slideshare.net/ShinsakuKono/deep-learningbook-chap7
https://github.com/HanchenXiong/Python_Essential,a notebook for collecting pieces of Python programming at different corners,
https://github.com/lschollmeyer/gis_visualizations,Introductory Python visualizations for GIS data,
https://github.com/bamtak/titanic_survival_exploration,Titanic survival exploration Machine Learning project,http://www.numpy.org/http://pandas.pydata.orghttp://matplotlib.org/http://scikit-learn.org/stable/http://ipython.org/notebook.htmlhttp://continuum.io/downloadstitanic_survival_exploration.ipynbvisuals.pyvisuals.pytitanic_survival_exploration/bash\njupyter notebook titanic_survival_exploration.ipynb\nbash\nipython notebook titanic_survival_exploration.ipynb\ntitanic_data.csvpclassnamesexagesibspparchticketfarecabinembarkedsurvival
https://github.com/evizitei/NFIRS-property-loss-prediction,Capstone project for Udacity Machine Learning Engineer nanodegree,"\nfrom dbfread import DBF\nincidents_table = DBF(\'data/basicincident.dbf\')\nlen(incidents_table) # -> 2,311,716\n\n# this will be a great deal of output\n# but it\'s useful for seeing how records are structured\nfor record in table:\n    print(record)\n\nOrderedDict([\n  (u\'STATE\', u\'AK\'),\n  (u\'FDID\', u\'13425\'),\n  (u\'INC_DATE\', 3292011),\n  (u\'INC_NO\', u\'0000051\'),\n  (u\'EXP_NO\', 0),\n  (u\'VERSION\', u\'5.0\'),\n  (u\'DEPT_STA\', u\'8\'),\n  (u\'INC_TYPE\', u\'461\'),\n  (u\'ADD_WILD\', u\'N\'),\n  (u\'AID\', u\'1\'),\n  (u\'ALARM\', 32920110944),\n  (u\'ARRIVAL\', 32920110950),\n  (u\'INC_CONT\', 32920111004),\n  (u\'LU_CLEAR\', 32920111016),\n  (u\'SHIFT\', u\'\'),\n  (u\'ALARMS\', u\'0\'),\n  (u\'DISTRICT\', u\'\'),\n  (u\'ACT_TAK1\', u\'86\'),\n  (u\'ACT_TAK2\', u\'\'),\n  (u\'ACT_TAK3\', u\'\'),\n  (u\'APP_MOD\', u\'Y\'),\n  (u\'SUP_APP\', 0),\n  (u\'EMS_APP\', 0),\n  (u\'OTH_APP\', 4),\n  (u\'SUP_PER\', 0),\n  (u\'EMS_PER\', 0),\n  (u\'OTH_PER\', 5),\n  (u\'RESOU_AID\', u\'Y\'),\n  (u\'PROP_LOSS\', 18000),\n  (u\'CONT_LOSS\', 0),\n  (u\'PROP_VAL\', 18000),\n  (u\'CONT_VAL\', 0),\n  (u\'FF_DEATH\', 0),\n  (u\'OTH_DEATH\', 0),\n  (u\'FF_INJ\', 0),\n  (u\'OTH_INJ\', 0),\n  (u\'DET_ALERT\', u\'U\'),\n  (u\'HAZ_REL\', u\'N\'),\n  (u\'MIXED_USE\', u\'NN\'),\n  (u\'PROP_USE\', u\'419\'),\n  (u\'CENSUS\', u\'\')])\n\nfrom dbfread import DBF\nlookup_table = DBF(\'data/codelookup.DBF\')\nlen(lookup_table) # -> 6,619\n\nfor record in lookup_table:\n    print(record)\n./bin/build_lookup_csv./bin/data_to_sqlite\nimport dataset\n\ndb = dataset.connect(\'sqlite:///./sqlite/incidents.sqlite\')\nbasic_table = db[\'basic_incidents\']\nfire_table = db[\'fire_incidents\']\n\n# return one row from each table\nbasic_table.find_one()\nfire_table.find_one()\n\n# find by column values:\nbasic_table.find(FDID=u\'11100\', INC_NO=u\'391\')\n./bin/join_incidents_to_one_table\nimport dataset\n\ndb = dataset.connect(\'sqlite:///./sqlite/fire_incidents.sqlite\')\ntable = db[\'incidents\']\ntable.find_one()\n./bin/reduce_to_useful_inputs\nimport dataset\ndb = dataset.connect(\'sqlite:///./sqlite/useful_incidents.sqlite\')\ntable = db[\'incidents\']\nlen(table)\n# -> 196,574\n\nimport pandas as pd\nimport sqlite3\nconn = sqlite3.connect(\'./sqlite/useful_incidents.sqlite\')\ndata = pd.read_sql_query(""select PROP_LOSS from incidents"", conn)\ndata.describe()\n./bin/clean_data./bin/normalize_data\nimport dataset\ndb = dataset.connect(\'sqlite:///./sqlite/normalized_incidents.sqlite\')\ntable = db[\'incidents\']\ntable.find_one()\n./bin/split_off_test_set\nimport dataset\ntdb = dataset.connect(\'sqlite:///./sqlite/training_incidents.sqlite\')\nvdb = dataset.connect(\'sqlite:///./sqlite/validation_incidents.sqlite\')\nt_table = tdb[\'incidents\']\nv_table = vdb[\'incidents\']\nlen(t_table) # -> 162448\nlen(v_table) # -> 29957\njupyter notebook AlgorithmExploration.ipynb"
https://github.com/datosgobar/presentacion-type-checking-python,"Una nueva forma de tener type checking en python (PEP 484), usando una notación vieja (PEP 3107) - PyConAR 2016.",https://datosgobar.github.io/presentacion-type-checking-python#outline#ejemplos#referencias#herramientas-usadas-en-la-presentaci%C3%B3n#duraci%C3%B3n-recomendadamypymypytypeguardmypymypy --py2 examples/foo_py2.pymypymypy examples/foo_py3.pytypeguardhttps://www.python.org/dev/peps/pep-3107/https://www.python.org/dev/peps/pep-0484/https://github.com/jdan/cleaver
https://github.com/khwilson/pydata2014,Materials for PyData2014,cfb2013lines.csvconferences.csvbaseelomake_graphfdpmake_graphpython football/make_grapheloElo.ipynbsimulatemake_irt_neg_objectivescipy.optimizeIRT.ipynbtools
https://github.com/ricardodeazambuja/IJCNN2017,Short-Term Plasticity in a Liquid State Machine Biomimetic Robot Arm Controller,http://www.ijcnn.org/https://github.com/ricardodeazambuja/IJCNN2017/blob/master/2DofArm_simulation_data_generator-figures.ipynbhttps://github.com/ricardodeazambuja/IJCNN2017/blob/master/2DofArm_simulation_data_generator_and_physics.ipynbhttps://github.com/ricardodeazambuja/IJCNN2017/blob/master/2DofArm_simulation-Main.ipynbhttps://github.com/ricardodeazambuja/IJCNN2017/blob/master/2DofArm_simulation_linear_regression.ipynbhttps://github.com/ricardodeazambuja/IJCNN2017/blob/master/2DofArm_simulation_testing_learned_readouts-A-STP_ON.ipynbhttps://github.com/ricardodeazambuja/IJCNN2017/blob/master/2DofArm_simulation_testing_learned_readouts-B-STP_OFF.ipynbhttps://github.com/ricardodeazambuja/IJCNN2017/blob/master/2DofArm_simulation_testing_learned_readouts-C-STP_ON.ipynbhttps://github.com/ricardodeazambuja/IJCNN2017/blob/master/2DofArm_simulation_testing_learned_readouts-D-STP_OFF.ipynbhttps://github.com/ricardodeazambuja/IJCNN2017/blob/master/___2DofArm_simulation_testing_analysis.ipynbhttps://github.com/ricardodeazambuja/IJCNN2017/blob/master/___2DofArm_simulation_testing_learned_readouts-analysis-metric-individual-sets.ipynbhttps://github.com/ricardodeazambuja/IJCNN2017/blob/master/___2DofArm_simulation_testing_learned_readouts-analysis.ipynbhttps://github.com/ricardodeazambuja/IJCNN2017/blob/master/2DofArm_simulation_3D_printing_of_liquid_structure.ipynbhttps://github.com/ricardodeazambuja/BEEhttps://github.com/ricardodeazambuja/DTWhttps://github.com/ricardodeazambuja/IJCNN2017/raw/master/IJCNN2017_draft.pdfhttps://github.com/ricardodeazambuja/ICONIP2016https://github.com/ricardodeazambuja/IJCNN2016https://github.com/ricardodeazambuja/IJCNN2017-2https://github.com/ricardodeazambuja/I2MTC2017-LSMFusion
https://github.com/cvetakg/Traffic_Sign_Classifier_Jelena,Traffic_Sign_Classifier,
https://github.com/eduDorus/udacity_dl_project_4,Language Translation,
https://github.com/lorenzomartino86/titanic-survival,A sample machine learning predictor for Kaggle competitions startup,
https://github.com/jbrambleDC/datachallenge,This is our data challenge. Used to asses how potential interns technical skills are.,
https://github.com/nishalad95/Langevin-Monte-Carlo,Statistical simulation of Brownian Motion using the Langevin Monte Carlo Markov Chain algorithm for a particle under the influence of a drift function. ,
https://github.com/avtomato/netology-homework,:snake: Netology python course homeworks ,http://netology.ru/programs/python
https://github.com/petethemeat/quora-competition,Repository for our final Data Science project,
https://github.com/tomlouden/SPIDERMAN-paper,The first spiderman paper,
https://github.com/wesleybeckner/wesleybeckner.github.io,wesley's github website,"http://jekyllrb.com/preview.jpghttp://jamigibbs.github.io/phantom/bash\n  git clone https://github.com/jamigibbs/phantom.git your-dir-name && cd your-dir-name\n  bash\n  gem install bundler\n  bundle install\n  bundle exec jekyll serve\n  sudoer installed then!](http://jekyllrb.com/docs/installation/)_\n\n3. Visit in your browser at:\n\n  \n\n## Launching with Github Pages :rocket:\n\nJekyll + Github pages is a marriage made in heaven. You can [use your own custom domain name](https://help.github.com/articles/setting-up-a-custom-domain-with-github-pages/) or use the default Github url (ie. http://username.github.io/repository) and not bother messing around with DNS settings.\n\n## Theme Features\n\n### Navigation\n\nNavigation can be customized in under thekey. Default settings:\n\n```yaml\nnav_item:\n    - { url: \'/\', text: \'Home\' }\n    - { url: \'/about\', text: \'About\' }\n```\n\nSet thevariable to false into disable navigation.\n\n### Contact Form\n\nYou can display a contact form within the modal window template. This template is already setup to use the [Formspree](https://formspree.io) email system. You\'ll just want to add your email address to the form in.\n\nPlace the modal window template in any place you\'d like the user to click for the contact form.\nThe template will display a link to click for the contact form modal window:\n\n```liquid\n{% include contact.html %}\n{% include contact-modal.html %}\n```\n\n### Animation Effects\n\nAnimations with CSS classes are baked into the theme. To animate a section or element, simply add the animation classes:\n\n```html\n<div id=""about-me"" class=""wow fadeIn"">\n  I\'m the coolest!\n</div>\n```\n\nFor a complete list of animations, see the [animation list](http://daneden.github.io/animate.css/).\n\n### Pagination\n\nBy default, pagination on the home page will activate after 10 posts. You can change this within liquid\n  {% for post in paginator.posts %}\n    {% include post-content.html %}\n  {% endfor %}\n\n  {% include pagination.html %}\nhttp://jekyllrb.com/docs/pagination/https://github.com/twbs/bootstrap/blob/master/LICENSEhttps://github.com/matthieua/WOW#open-source-licensehttps://github.com/daneden/animate.css/blob/master/LICENSE"
https://github.com/dustin-anthc/CCHRC,A repository of notebooks that we use for data analysis,
https://github.com/pattrickmiller/udacity,Udacity Projects,
https://github.com/badphysics/velocity_selector,velocity selector for university physics II at RIT,
https://github.com/llSourcell/The_evolution_of_gradient_descent,"This is the code for ""The Evolution of Gradient Descent"" by Siraj Raval on Youtube",https://stats.stackexchange.com/questions/220494/how-does-the-adam-method-of-stochastic-gradient-descent-workhttps://youtu.be/nhqo0u1a6fwhttps://pip.pypa.io/en/stable/jupyter notebookhttps://github.com/GRYEhttps://github.com/dtnewman/gradient_descent
https://github.com/Davin-IBM/Proof-of-Technology,Proofs of Technology (PoT) are to determine feasible solutions to technical problems.,DSX
https://github.com/ledrui/Advanced-Lane-Lines-detection,Detecting road lane using advanced Computer Vision techniques ,http://www.udacity.com/drivehttps://github.com/udacity/CarND-Advanced-Lane-Lines/blob/master/writeup_template.mdcamera_caltest_imagescv2.imwrite()ouput_imagesproject_video.mp4challenge_video.mp4harder_challenge.mp4
https://github.com/ishantiw/customer_insights,Customer Insights,..\'  |  |  ||  |  \\  :|  -\' | .\'  /   |  ||  \'--\'  /|  -----\'---\'  ---\'  --\'------\'\n    ----------------------------------------------------------------- \n\n\nWelcome to your Node.js project on Cloud9 IDE!\n\nThis chat example showcases how to use with a staticserver.\n\n## Running the server\n\n1) Open
https://github.com/gacafe/vala_tc,Introduction to Python for Librarians,https://gacafe.github.com/vala_tc/content
https://github.com/Yurlungur/spectral-methods-demo,A Demonstration of Spectral Methods in Python,mailto:jonah.maxwell.miller@gmail.com
https://github.com/jfnavarro21/Python,"Work in numpy and pandas, plus simple coding algorithms",
https://github.com/russodanielp/sbv,sbv Challenge,https://sbvimprover.com/challenge-4
https://github.com/sophienchu/tutorials,trying to learn python,
https://github.com/lexieheinle/jour407homework,Agate-analyzed data for data journalism class,DataNormalizationHomeworkDataSmellsHomeworkJoinHomeworkChartHomeworkhttps://stanford.edu/~mwaskom/software/seaborn/http://matplotlib.orgChartSecondHomeworkIndependentStoryhttp://www.sos.ne.gov/elec/prev_elec/index.htmlhttp://store.ire.org/products/numbers-in-the-newsroom-using-math-and-statistics-in-news-second-edition-e-versionCellPhoneStoryhttp://www.psc.nebraska.gov/ntips/ntips_e911.htmlhttp://homelandsecurity.iowa.gov/programs/e_911.htmlWellDatabaseshttp://quickstats.nass.usda.govhttp://quickstats.nass.usda.govWellDatabases/wells_acres_total.csvClimateDatahttp://climod.unl.edu/ClimateData/snrScrapper.pyhttp://snr.unl.edu/lincolnweather/data/monthly-observed-vs-normals.aspSpouseBusinessStoryhttp://www.census.gov/econ/sbo/getdata.htmlStormDatahttps://www.ncdc.noaa.gov/stormevents/StormData/findNebraska.pyUSstatesNaturalBeautyhttps://www.dropbox.com/s/qfv8xn4cffwqtvg/naturalamenities.csv?dl=0http://www.ers.usda.gov/data-products/natural-amenities-scale.aspxUSstatesNaturalBeauty/natural-amenities-map.png
https://github.com/jkroso/HTTP.jl,An HTTP client and server for Julia,https://github.com/jkroso/Kip.jlhttps://github.com/jkroso/Jest.jl
https://github.com/thedanschmidt/unsupervised-stock-features,"My final project for Professor Gu's Mathematics of Big Data class, Fall 2016 Harvey Mudd College.",make datamake train-1.0-jqp-initial-data-explorationpip freeze > requirements.txt
https://github.com/streety/djangodistrict-geoviews-bokeh-intro,Lightning talk given at the django district January 2017 new tech event on geoviews and bokeh,
https://github.com/anxingle/ctc_example,CTC tutorial of OCR recognition(tensorflow0.9),https://github.com/sjchoi86/Tensorflow-101
https://github.com/cessor/showmanship,A small presentation framework. You don't need PowerPoint. ,
